VIDEO,TIME BIN #,START TIME,END TIME,ANIMAL,BODY-PART,MEASUREMENT,VALUE
05Training_rat25,30,00:00:30.000,00:00:31.000,Animal_1,Center,Movement (cm),15.236945004377683
05Training_rat25,31,00:00:31.000,00:00:32.000,Animal_1,Center,Movement (cm),11.406750713579084
05Training_rat25,32,00:00:32.000,00:00:33.000,Animal_1,Center,Movement (cm),13.753474945328136
05Training_rat25,33,00:00:33.000,00:00:34.000,Animal_1,Center,Movement (cm),18.399598662897315
05Training_rat25,34,00:00:34.000,00:00:35.000,Animal_1,Center,Movement (cm),14.962207670177133
05Training_rat25,35,00:00:35.000,00:00:36.000,Animal_1,Center,Movement (cm),6.030816313477937
05Training_rat25,36,00:00:36.000,00:00:37.000,Animal_1,Center,Movement (cm),8.843875718655452
05Training_rat25,37,00:00:37.000,00:00:38.000,Animal_1,Center,Movement (cm),10.952194247657907
05Training_rat25,38,00:00:38.000,00:00:39.000,Animal_1,Center,Movement (cm),14.809825223220017
05Training_rat25,39,00:00:39.000,00:00:40.000,Animal_1,Center,Movement (cm),23.733161287410205
05Training_rat25,40,00:00:40.000,00:00:41.000,Animal_1,Center,Movement (cm),10.605738680591362
05Training_rat25,41,00:00:41.000,00:00:42.000,Animal_1,Center,Movement (cm),30.056530603252234
05Training_rat25,42,00:00:42.000,00:00:43.000,Animal_1,Center,Movement (cm),17.416558611896445
05Training_rat25,43,00:00:43.000,00:00:44.000,Animal_1,Center,Movement (cm),15.16407893005
05Training_rat25,44,00:00:44.000,00:00:45.000,Animal_1,Center,Movement (cm),5.637946064946098
05Training_rat25,45,00:00:45.000,00:00:46.000,Animal_1,Center,Movement (cm),5.1299510907742585
05Training_rat25,46,00:00:46.000,00:00:47.000,Animal_1,Center,Movement (cm),2.302913613550319
05Training_rat25,47,00:00:47.000,00:00:48.000,Animal_1,Center,Movement (cm),2.139054673187803
05Training_rat25,48,00:00:48.000,00:00:49.000,Animal_1,Center,Movement (cm),7.911203391726387
05Training_rat25,49,00:00:49.000,00:00:50.000,Animal_1,Center,Movement (cm),13.938097055159128
05Training_rat25,50,00:00:50.000,00:00:51.000,Animal_1,Center,Movement (cm),5.513242431318124
05Training_rat25,51,00:00:51.000,00:00:52.000,Animal_1,Center,Movement (cm),14.551950286944948
05Training_rat25,52,00:00:52.000,00:00:53.000,Animal_1,Center,Movement (cm),46.25774396126973
05Training_rat25,53,00:00:53.000,00:00:54.000,Animal_1,Center,Movement (cm),20.241548842136133
05Training_rat25,54,00:00:54.000,00:00:55.000,Animal_1,Center,Movement (cm),14.14268811480998
05Training_rat25,55,00:00:55.000,00:00:56.000,Animal_1,Center,Movement (cm),5.894108695580056
05Training_rat25,56,00:00:56.000,00:00:57.000,Animal_1,Center,Movement (cm),2.2655692116911705
05Training_rat25,57,00:00:57.000,00:00:58.000,Animal_1,Center,Movement (cm),5.025004844734088
05Training_rat25,58,00:00:58.000,00:00:59.000,Animal_1,Center,Movement (cm),3.151489841695984
05Training_rat25,59,00:00:59.000,00:01:00.000,Animal_1,Center,Movement (cm),2.488563096524227
05Training_rat25,60,00:01:00.000,00:01:01.000,Animal_1,Center,Movement (cm),7.941596484661389
05Training_rat25,61,00:01:01.000,00:01:02.000,Animal_1,Center,Movement (cm),15.834755196091425
05Training_rat25,62,00:01:02.000,00:01:03.000,Animal_1,Center,Movement (cm),30.452418504384365
05Training_rat25,63,00:01:03.000,00:01:04.000,Animal_1,Center,Movement (cm),4.419895465537108
05Training_rat25,64,00:01:04.000,00:01:05.000,Animal_1,Center,Movement (cm),14.814681146481643
05Training_rat25,65,00:01:05.000,00:01:06.000,Animal_1,Center,Movement (cm),9.389266713118738
05Training_rat25,66,00:01:06.000,00:01:07.000,Animal_1,Center,Movement (cm),3.1331537783188286
05Training_rat25,67,00:01:07.000,00:01:08.000,Animal_1,Center,Movement (cm),4.062868698284814
05Training_rat25,68,00:01:08.000,00:01:09.000,Animal_1,Center,Movement (cm),10.937245648314855
05Training_rat25,69,00:01:09.000,00:01:10.000,Animal_1,Center,Movement (cm),8.589764992515327
05Training_rat25,70,00:01:10.000,00:01:11.000,Animal_1,Center,Movement (cm),5.478571626572722
05Training_rat25,71,00:01:11.000,00:01:12.000,Animal_1,Center,Movement (cm),5.896325893717781
05Training_rat25,72,00:01:12.000,00:01:13.000,Animal_1,Center,Movement (cm),15.46367851737401
05Training_rat25,73,00:01:13.000,00:01:14.000,Animal_1,Center,Movement (cm),26.18432430166979
05Training_rat25,74,00:01:14.000,00:01:15.000,Animal_1,Center,Movement (cm),37.98722625626341
05Training_rat25,75,00:01:15.000,00:01:16.000,Animal_1,Center,Movement (cm),16.9025925328747
05Training_rat25,76,00:01:16.000,00:01:17.000,Animal_1,Center,Movement (cm),8.98850463044683
05Training_rat25,77,00:01:17.000,00:01:18.000,Animal_1,Center,Movement (cm),8.366476344749588
05Training_rat25,78,00:01:18.000,00:01:19.000,Animal_1,Center,Movement (cm),24.757933449003062
05Training_rat25,79,00:01:19.000,00:01:20.000,Animal_1,Center,Movement (cm),33.97714165003308
05Training_rat25,80,00:01:20.000,00:01:21.000,Animal_1,Center,Movement (cm),22.73298380668364
05Training_rat25,81,00:01:21.000,00:01:22.000,Animal_1,Center,Movement (cm),24.587828898471308
05Training_rat25,82,00:01:22.000,00:01:23.000,Animal_1,Center,Movement (cm),5.514172599635469
05Training_rat25,83,00:01:23.000,00:01:24.000,Animal_1,Center,Movement (cm),14.414242200516924
05Training_rat25,84,00:01:24.000,00:01:25.000,Animal_1,Center,Movement (cm),5.184700558641017
05Training_rat25,85,00:01:25.000,00:01:26.000,Animal_1,Center,Movement (cm),13.50461285597228
05Training_rat25,86,00:01:26.000,00:01:27.000,Animal_1,Center,Movement (cm),2.8249872262728104
05Training_rat25,87,00:01:27.000,00:01:28.000,Animal_1,Center,Movement (cm),2.3286528873592403
05Training_rat25,88,00:01:28.000,00:01:29.000,Animal_1,Center,Movement (cm),22.16455871073023
05Training_rat25,89,00:01:29.000,00:01:30.000,Animal_1,Center,Movement (cm),7.751762362538139
05Training_rat25,90,00:01:30.000,00:01:31.000,Animal_1,Center,Movement (cm),9.927583133501923
05Training_rat25,91,00:01:31.000,00:01:32.000,Animal_1,Center,Movement (cm),13.445562897445768
05Training_rat25,92,00:01:32.000,00:01:33.000,Animal_1,Center,Movement (cm),5.854098110105551
05Training_rat25,93,00:01:33.000,00:01:34.000,Animal_1,Center,Movement (cm),14.539075085649296
05Training_rat25,94,00:01:34.000,00:01:35.000,Animal_1,Center,Movement (cm),7.812297166213169
05Training_rat25,95,00:01:35.000,00:01:36.000,Animal_1,Center,Movement (cm),2.8502607744891675
05Training_rat25,96,00:01:36.000,00:01:37.000,Animal_1,Center,Movement (cm),2.6086879616609435
05Training_rat25,97,00:01:37.000,00:01:38.000,Animal_1,Center,Movement (cm),5.756127516943463
05Training_rat25,98,00:01:38.000,00:01:39.000,Animal_1,Center,Movement (cm),7.02540099686743
05Training_rat25,99,00:01:39.000,00:01:40.000,Animal_1,Center,Movement (cm),9.009474351929157
05Training_rat25,100,00:01:40.000,00:01:41.000,Animal_1,Center,Movement (cm),6.846543407439361
05Training_rat25,101,00:01:41.000,00:01:42.000,Animal_1,Center,Movement (cm),1.3022088515031467
05Training_rat25,102,00:01:42.000,00:01:43.000,Animal_1,Center,Movement (cm),1.0750587961344682
05Training_rat25,103,00:01:43.000,00:01:44.000,Animal_1,Center,Movement (cm),2.2766106366301284
05Training_rat25,104,00:01:44.000,00:01:45.000,Animal_1,Center,Movement (cm),5.470421545394088
05Training_rat25,105,00:01:45.000,00:01:46.000,Animal_1,Center,Movement (cm),15.305287174222443
05Training_rat25,106,00:01:46.000,00:01:47.000,Animal_1,Center,Movement (cm),6.485377315200511
05Training_rat25,107,00:01:47.000,00:01:48.000,Animal_1,Center,Movement (cm),2.8861157082846463
05Training_rat25,108,00:01:48.000,00:01:49.000,Animal_1,Center,Movement (cm),5.295510950774487
05Training_rat25,109,00:01:49.000,00:01:50.000,Animal_1,Center,Movement (cm),4.149952804209741
05Training_rat25,110,00:01:50.000,00:01:51.000,Animal_1,Center,Movement (cm),4.930606028007697
05Training_rat25,111,00:01:51.000,00:01:52.000,Animal_1,Center,Movement (cm),22.127983731706667
05Training_rat25,112,00:01:52.000,00:01:53.000,Animal_1,Center,Movement (cm),23.802721520644788
05Training_rat25,113,00:01:53.000,00:01:54.000,Animal_1,Center,Movement (cm),2.42797481736351
05Training_rat25,114,00:01:54.000,00:01:55.000,Animal_1,Center,Movement (cm),0.8031638378304203
05Training_rat25,115,00:01:55.000,00:01:56.000,Animal_1,Center,Movement (cm),3.9407264463030196
05Training_rat25,116,00:01:56.000,00:01:57.000,Animal_1,Center,Movement (cm),0.9320777271288438
05Training_rat25,117,00:01:57.000,00:01:58.000,Animal_1,Center,Movement (cm),6.792633567193161
05Training_rat25,118,00:01:58.000,00:01:59.000,Animal_1,Center,Movement (cm),8.835177410080226
05Training_rat25,119,00:01:59.000,00:02:00.000,Animal_1,Center,Movement (cm),14.783539375925084
05Training_rat25,120,00:02:00.000,00:02:01.000,Animal_1,Center,Movement (cm),9.495239879663455
05Training_rat25,121,00:02:01.000,00:02:02.000,Animal_1,Center,Movement (cm),11.220932576606993
05Training_rat25,122,00:02:02.000,00:02:03.000,Animal_1,Center,Movement (cm),7.291136531114842
05Training_rat25,123,00:02:03.000,00:02:04.000,Animal_1,Center,Movement (cm),6.555318467976486
05Training_rat25,124,00:02:04.000,00:02:05.000,Animal_1,Center,Movement (cm),1.0965838574395725
05Training_rat25,125,00:02:05.000,00:02:06.000,Animal_1,Center,Movement (cm),15.724601433314424
05Training_rat25,126,00:02:06.000,00:02:07.000,Animal_1,Center,Movement (cm),12.329963350638824
05Training_rat25,127,00:02:07.000,00:02:08.000,Animal_1,Center,Movement (cm),6.333060333054106
05Training_rat25,128,00:02:08.000,00:02:09.000,Animal_1,Center,Movement (cm),2.2291881620158778
05Training_rat25,129,00:02:09.000,00:02:10.000,Animal_1,Center,Movement (cm),6.816522365291455
05Training_rat25,130,00:02:10.000,00:02:11.000,Animal_1,Center,Movement (cm),4.88597434558543
05Training_rat25,131,00:02:11.000,00:02:12.000,Animal_1,Center,Movement (cm),3.2471605981388896
05Training_rat25,132,00:02:12.000,00:02:13.000,Animal_1,Center,Movement (cm),22.188363509977535
05Training_rat25,133,00:02:13.000,00:02:14.000,Animal_1,Center,Movement (cm),24.03600665324671
05Training_rat25,134,00:02:14.000,00:02:15.000,Animal_1,Center,Movement (cm),6.808968620817136
05Training_rat25,135,00:02:15.000,00:02:16.000,Animal_1,Center,Movement (cm),13.853714757667067
05Training_rat25,136,00:02:16.000,00:02:17.000,Animal_1,Center,Movement (cm),20.8511167952076
05Training_rat25,137,00:02:17.000,00:02:18.000,Animal_1,Center,Movement (cm),29.633350243009385
05Training_rat25,138,00:02:18.000,00:02:19.000,Animal_1,Center,Movement (cm),20.401113212042688
05Training_rat25,139,00:02:19.000,00:02:20.000,Animal_1,Center,Movement (cm),17.040634931292196
05Training_rat25,140,00:02:20.000,00:02:21.000,Animal_1,Center,Movement (cm),13.302090472567794
05Training_rat25,141,00:02:21.000,00:02:22.000,Animal_1,Center,Movement (cm),9.113519358482382
05Training_rat25,142,00:02:22.000,00:02:23.000,Animal_1,Center,Movement (cm),15.745943922212215
05Training_rat25,143,00:02:23.000,00:02:24.000,Animal_1,Center,Movement (cm),8.765544173163361
05Training_rat25,144,00:02:24.000,00:02:25.000,Animal_1,Center,Movement (cm),7.606305539852862
05Training_rat25,145,00:02:25.000,00:02:26.000,Animal_1,Center,Movement (cm),4.055116826520935
05Training_rat25,146,00:02:26.000,00:02:27.000,Animal_1,Center,Movement (cm),11.6801932253983
05Training_rat25,147,00:02:27.000,00:02:28.000,Animal_1,Center,Movement (cm),12.339897659797204
05Training_rat25,148,00:02:28.000,00:02:29.000,Animal_1,Center,Movement (cm),41.99659675571624
05Training_rat25,149,00:02:29.000,00:02:30.000,Animal_1,Center,Movement (cm),49.20224158152488
05Training_rat25,150,00:02:30.000,00:02:31.000,Animal_1,Center,Movement (cm),17.920118755856514
05Training_rat25,151,00:02:31.000,00:02:32.000,Animal_1,Center,Movement (cm),29.86542778588486
05Training_rat25,152,00:02:32.000,00:02:33.000,Animal_1,Center,Movement (cm),32.831629826796906
05Training_rat25,153,00:02:33.000,00:02:34.000,Animal_1,Center,Movement (cm),20.497314407091263
05Training_rat25,154,00:02:34.000,00:02:35.000,Animal_1,Center,Movement (cm),5.0724172452015885
05Training_rat25,155,00:02:35.000,00:02:36.000,Animal_1,Center,Movement (cm),18.71675611728928
05Training_rat25,156,00:02:36.000,00:02:37.000,Animal_1,Center,Movement (cm),35.738109054300224
05Training_rat25,157,00:02:37.000,00:02:38.000,Animal_1,Center,Movement (cm),30.91362464821608
05Training_rat25,158,00:02:38.000,00:02:39.000,Animal_1,Center,Movement (cm),5.186468617086219
05Training_rat25,159,00:02:39.000,00:02:40.000,Animal_1,Center,Movement (cm),4.47508877916987
05Training_rat25,160,00:02:40.000,00:02:41.000,Animal_1,Center,Movement (cm),21.30659452677338
05Training_rat25,161,00:02:41.000,00:02:42.000,Animal_1,Center,Movement (cm),15.651032830098355
05Training_rat25,162,00:02:42.000,00:02:43.000,Animal_1,Center,Movement (cm),29.884763456366603
05Training_rat25,163,00:02:43.000,00:02:44.000,Animal_1,Center,Movement (cm),25.585811668181424
05Training_rat25,164,00:02:44.000,00:02:45.000,Animal_1,Center,Movement (cm),11.101702902437216
05Training_rat25,165,00:02:45.000,00:02:46.000,Animal_1,Center,Movement (cm),0.0
05Training_rat25,166,00:02:46.000,00:02:47.000,Animal_1,Center,Movement (cm),0.0
05Training_rat25,167,00:02:47.000,00:02:48.000,Animal_1,Center,Movement (cm),5.1516209013711824
05Training_rat25,168,00:02:48.000,00:02:49.000,Animal_1,Center,Movement (cm),18.662849032383505
05Training_rat25,169,00:02:49.000,00:02:50.000,Animal_1,Center,Movement (cm),18.30785833022515
05Training_rat25,170,00:02:50.000,00:02:51.000,Animal_1,Center,Movement (cm),44.3519689325172
05Training_rat25,171,00:02:51.000,00:02:52.000,Animal_1,Center,Movement (cm),29.103428874088888
05Training_rat25,172,00:02:52.000,00:02:53.000,Animal_1,Center,Movement (cm),10.260983870707147
05Training_rat25,173,00:02:53.000,00:02:54.000,Animal_1,Center,Movement (cm),16.1004553127108
05Training_rat25,174,00:02:54.000,00:02:55.000,Animal_1,Center,Movement (cm),30.026136425589094
05Training_rat25,175,00:02:55.000,00:02:56.000,Animal_1,Center,Movement (cm),29.45904935926298
05Training_rat25,176,00:02:56.000,00:02:57.000,Animal_1,Center,Movement (cm),34.18461376879712
05Training_rat25,177,00:02:57.000,00:02:58.000,Animal_1,Center,Movement (cm),10.305250052649331
05Training_rat25,178,00:02:58.000,00:02:59.000,Animal_1,Center,Movement (cm),5.064271746544989
05Training_rat25,179,00:02:59.000,00:03:00.000,Animal_1,Center,Movement (cm),9.288045858617341
05Training_rat25,180,00:03:00.000,00:03:00.080,Animal_1,Center,Movement (cm),8.8304491626235
05Training_rat26,0,00:00:00.000,00:00:01.000,Animal_1,Center,Movement (cm),7.662500465898849
05Training_rat26,1,00:00:01.000,00:00:02.000,Animal_1,Center,Movement (cm),27.922660500383
05Training_rat26,2,00:00:02.000,00:00:03.000,Animal_1,Center,Movement (cm),25.250809412346737
05Training_rat26,3,00:00:03.000,00:00:03.919,Animal_1,Center,Movement (cm),17.251189398452897
05Training_rat27,0,00:00:00.000,00:00:01.000,Animal_1,Center,Movement (cm),17.204431745714157
05Training_rat27,1,00:00:01.000,00:00:02.000,Animal_1,Center,Movement (cm),13.898837244290277
05Training_rat27,2,00:00:02.000,00:00:03.000,Animal_1,Center,Movement (cm),12.436351396889789
05Training_rat27,3,00:00:03.000,00:00:04.000,Animal_1,Center,Movement (cm),4.698352256155138
05Training_rat27,4,00:00:04.000,00:00:05.000,Animal_1,Center,Movement (cm),20.098824259431016
05Training_rat27,5,00:00:05.000,00:00:06.000,Animal_1,Center,Movement (cm),39.04456179272657
05Training_rat27,6,00:00:06.000,00:00:07.000,Animal_1,Center,Movement (cm),33.07205358563412
05Training_rat27,7,00:00:07.000,00:00:08.000,Animal_1,Center,Movement (cm),29.51297995075642
05Training_rat27,8,00:00:08.000,00:00:09.000,Animal_1,Center,Movement (cm),17.78218913443715
05Training_rat27,9,00:00:09.000,00:00:10.000,Animal_1,Center,Movement (cm),17.389977839080093
05Training_rat27,10,00:00:10.000,00:00:11.000,Animal_1,Center,Movement (cm),7.110951678186707
05Training_rat27,11,00:00:11.000,00:00:12.000,Animal_1,Center,Movement (cm),3.8172916330716156
05Training_rat27,12,00:00:12.000,00:00:13.000,Animal_1,Center,Movement (cm),3.6550982079624204
05Training_rat27,13,00:00:13.000,00:00:14.000,Animal_1,Center,Movement (cm),7.839086692298187
05Training_rat27,14,00:00:14.000,00:00:15.000,Animal_1,Center,Movement (cm),11.797865498666798
05Training_rat27,15,00:00:15.000,00:00:16.000,Animal_1,Center,Movement (cm),34.19825582071811
05Training_rat27,16,00:00:16.000,00:00:17.000,Animal_1,Center,Movement (cm),8.613568447385472
05Training_rat27,17,00:00:17.000,00:00:18.000,Animal_1,Center,Movement (cm),13.601900813967191
05Training_rat27,18,00:00:18.000,00:00:19.000,Animal_1,Center,Movement (cm),7.9837830842888025
05Training_rat27,19,00:00:19.000,00:00:20.000,Animal_1,Center,Movement (cm),4.3933476106705
05Training_rat27,20,00:00:20.000,00:00:21.000,Animal_1,Center,Movement (cm),4.978801577760628
05Training_rat27,21,00:00:21.000,00:00:22.000,Animal_1,Center,Movement (cm),4.229348334755297
05Training_rat27,22,00:00:22.000,00:00:23.000,Animal_1,Center,Movement (cm),11.86709428642538
05Training_rat27,23,00:00:23.000,00:00:24.000,Animal_1,Center,Movement (cm),42.2927612639807
05Training_rat27,24,00:00:24.000,00:00:25.000,Animal_1,Center,Movement (cm),33.49002051040787
05Training_rat27,25,00:00:25.000,00:00:26.000,Animal_1,Center,Movement (cm),29.910951640900134
05Training_rat27,26,00:00:26.000,00:00:27.000,Animal_1,Center,Movement (cm),24.726326666392126
05Training_rat27,27,00:00:27.000,00:00:28.000,Animal_1,Center,Movement (cm),5.2355994760453335
05Training_rat27,28,00:00:28.000,00:00:29.000,Animal_1,Center,Movement (cm),4.846159403481215
05Training_rat27,29,00:00:29.000,00:00:30.000,Animal_1,Center,Movement (cm),9.831182362014676
05Training_rat27,30,00:00:30.000,00:00:31.000,Animal_1,Center,Movement (cm),7.6623111939727835
05Training_rat27,31,00:00:31.000,00:00:32.000,Animal_1,Center,Movement (cm),11.096084145200745
05Training_rat27,32,00:00:32.000,00:00:33.000,Animal_1,Center,Movement (cm),9.803574485770522
05Training_rat27,33,00:00:33.000,00:00:34.000,Animal_1,Center,Movement (cm),18.48075504381334
05Training_rat27,34,00:00:34.000,00:00:35.000,Animal_1,Center,Movement (cm),33.46891905350187
05Training_rat27,35,00:00:35.000,00:00:36.000,Animal_1,Center,Movement (cm),23.036883027656398
05Training_rat27,36,00:00:36.000,00:00:37.000,Animal_1,Center,Movement (cm),11.800076801322199
05Training_rat27,37,00:00:37.000,00:00:37.840,Animal_1,Center,Movement (cm),12.770963534018236
05Training_rat28,0,00:00:00.000,00:00:01.000,Animal_1,Center,Movement (cm),23.779693674864145
05Training_rat28,1,00:00:01.000,00:00:02.000,Animal_1,Center,Movement (cm),15.099564704647898
05Training_rat28,2,00:00:02.000,00:00:03.000,Animal_1,Center,Movement (cm),9.510322828431475
05Training_rat28,3,00:00:03.000,00:00:04.000,Animal_1,Center,Movement (cm),1.8314447216860281
05Training_rat28,4,00:00:04.000,00:00:05.000,Animal_1,Center,Movement (cm),11.804783144083741
05Training_rat28,5,00:00:05.000,00:00:06.000,Animal_1,Center,Movement (cm),9.928905305103141
05Training_rat28,6,00:00:06.000,00:00:07.000,Animal_1,Center,Movement (cm),12.370661876390548
05Training_rat28,7,00:00:07.000,00:00:08.000,Animal_1,Center,Movement (cm),21.8572312762037
05Training_rat28,8,00:00:08.000,00:00:09.000,Animal_1,Center,Movement (cm),27.54722709131384
05Training_rat28,9,00:00:09.000,00:00:10.000,Animal_1,Center,Movement (cm),9.571335951964388
05Training_rat28,10,00:00:10.000,00:00:11.000,Animal_1,Center,Movement (cm),3.213539304025441
05Training_rat28,11,00:00:11.000,00:00:12.000,Animal_1,Center,Movement (cm),13.109865681521228
05Training_rat28,12,00:00:12.000,00:00:13.000,Animal_1,Center,Movement (cm),33.96240428153665
05Training_rat28,13,00:00:13.000,00:00:14.000,Animal_1,Center,Movement (cm),8.437467847583907
05Training_rat28,14,00:00:14.000,00:00:15.000,Animal_1,Center,Movement (cm),2.18013734117487
05Training_rat28,15,00:00:15.000,00:00:16.000,Animal_1,Center,Movement (cm),7.611191513828802
05Training_rat28,16,00:00:16.000,00:00:17.000,Animal_1,Center,Movement (cm),8.318372705307102
05Training_rat28,17,00:00:17.000,00:00:18.000,Animal_1,Center,Movement (cm),5.651125733529171
05Training_rat28,18,00:00:18.000,00:00:19.000,Animal_1,Center,Movement (cm),7.063926514111569
05Training_rat28,19,00:00:19.000,00:00:20.000,Animal_1,Center,Movement (cm),4.888114550466277
05Training_rat28,20,00:00:20.000,00:00:21.000,Animal_1,Center,Movement (cm),8.1788959247389
05Training_rat28,21,00:00:21.000,00:00:22.000,Animal_1,Center,Movement (cm),25.400269349843033
05Training_rat28,22,00:00:22.000,00:00:23.000,Animal_1,Center,Movement (cm),23.14460283207995
05Training_rat28,23,00:00:23.000,00:00:24.000,Animal_1,Center,Movement (cm),6.698783440581617
05Training_rat28,24,00:00:24.000,00:00:25.000,Animal_1,Center,Movement (cm),2.5627460945229865
05Training_rat28,25,00:00:25.000,00:00:26.000,Animal_1,Center,Movement (cm),2.575633727481418
05Training_rat28,26,00:00:26.000,00:00:27.000,Animal_1,Center,Movement (cm),7.319006107678099
05Training_rat28,27,00:00:27.000,00:00:28.000,Animal_1,Center,Movement (cm),26.833507117736882
05Training_rat28,28,00:00:28.000,00:00:29.000,Animal_1,Center,Movement (cm),14.695502463289676
05Training_rat28,29,00:00:29.000,00:00:30.000,Animal_1,Center,Movement (cm),23.544550620091247
05Training_rat28,30,00:00:30.000,00:00:31.000,Animal_1,Center,Movement (cm),18.945040221010117
05Training_rat28,31,00:00:31.000,00:00:32.000,Animal_1,Center,Movement (cm),30.39799612041973
05Training_rat28,32,00:00:32.000,00:00:33.000,Animal_1,Center,Movement (cm),19.15936889931816
05Training_rat28,33,00:00:33.000,00:00:34.000,Animal_1,Center,Movement (cm),7.489500673560475
05Training_rat28,34,00:00:34.000,00:00:35.000,Animal_1,Center,Movement (cm),18.499110901142902
05Training_rat28,35,00:00:35.000,00:00:36.000,Animal_1,Center,Movement (cm),14.792024392353863
05Training_rat28,36,00:00:36.000,00:00:37.000,Animal_1,Center,Movement (cm),19.52314760602468
05Training_rat28,37,00:00:37.000,00:00:38.000,Animal_1,Center,Movement (cm),25.458651218845258
05Training_rat28,38,00:00:38.000,00:00:39.000,Animal_1,Center,Movement (cm),14.93087264481531
05Training_rat28,39,00:00:39.000,00:00:40.000,Animal_1,Center,Movement (cm),7.213816755396962
05Training_rat28,40,00:00:40.000,00:00:41.000,Animal_1,Center,Movement (cm),8.096438867161673
05Training_rat28,41,00:00:41.000,00:00:42.000,Animal_1,Center,Movement (cm),1.8738705760815975
05Training_rat28,42,00:00:42.000,00:00:42.280,Animal_1,Center,Movement (cm),17.240002626565833
05Training_rat29,0,00:00:00.000,00:00:01.000,Animal_1,Center,Movement (cm),5.6623629295660205
05Training_rat29,1,00:00:01.000,00:00:02.000,Animal_1,Center,Movement (cm),31.55496555500746
05Training_rat29,2,00:00:02.000,00:00:03.000,Animal_1,Center,Movement (cm),9.468925650721408
05Training_rat29,3,00:00:03.000,00:00:04.000,Animal_1,Center,Movement (cm),1.2202360203024956
05Training_rat29,4,00:00:04.000,00:00:05.000,Animal_1,Center,Movement (cm),0.7932504199340475
05Training_rat29,5,00:00:05.000,00:00:06.000,Animal_1,Center,Movement (cm),1.7874691087083334
05Training_rat29,6,00:00:06.000,00:00:07.000,Animal_1,Center,Movement (cm),3.855699321014053
05Training_rat29,7,00:00:07.000,00:00:08.000,Animal_1,Center,Movement (cm),6.179363775081894
05Training_rat29,8,00:00:08.000,00:00:09.000,Animal_1,Center,Movement (cm),8.162408859964454
05Training_rat29,9,00:00:09.000,00:00:10.000,Animal_1,Center,Movement (cm),4.883677277082439
05Training_rat29,10,00:00:10.000,00:00:11.000,Animal_1,Center,Movement (cm),4.034250322479191
05Training_rat29,11,00:00:11.000,00:00:12.000,Animal_1,Center,Movement (cm),6.566741261122106
05Training_rat29,12,00:00:12.000,00:00:13.000,Animal_1,Center,Movement (cm),16.612227823067887
05Training_rat29,13,00:00:13.000,00:00:14.000,Animal_1,Center,Movement (cm),13.142785626313644
05Training_rat29,14,00:00:14.000,00:00:15.000,Animal_1,Center,Movement (cm),2.905836642591342
05Training_rat29,15,00:00:15.000,00:00:16.000,Animal_1,Center,Movement (cm),3.4864078085886616
05Training_rat29,16,00:00:16.000,00:00:17.000,Animal_1,Center,Movement (cm),1.7036576383787039
05Training_rat29,17,00:00:17.000,00:00:18.000,Animal_1,Center,Movement (cm),6.359992333099088
05Training_rat29,18,00:00:18.000,00:00:19.000,Animal_1,Center,Movement (cm),31.36672700896122
05Training_rat29,19,00:00:19.000,00:00:20.000,Animal_1,Center,Movement (cm),19.923634204391355
05Training_rat29,20,00:00:20.000,00:00:21.000,Animal_1,Center,Movement (cm),8.07283963989846
05Training_rat29,21,00:00:21.000,00:00:22.000,Animal_1,Center,Movement (cm),10.350749002547978
05Training_rat29,22,00:00:22.000,00:00:23.000,Animal_1,Center,Movement (cm),15.839289763769017
05Training_rat29,23,00:00:23.000,00:00:24.000,Animal_1,Center,Movement (cm),4.743978152777614
05Training_rat29,24,00:00:24.000,00:00:25.000,Animal_1,Center,Movement (cm),7.757713270842615
05Training_rat29,25,00:00:25.000,00:00:26.000,Animal_1,Center,Movement (cm),8.351257819312126
05Training_rat29,26,00:00:26.000,00:00:27.000,Animal_1,Center,Movement (cm),5.365955795952072
05Training_rat29,27,00:00:27.000,00:00:28.000,Animal_1,Center,Movement (cm),10.762333427302021
05Training_rat29,28,00:00:28.000,00:00:29.000,Animal_1,Center,Movement (cm),21.31752798907361
05Training_rat29,29,00:00:29.000,00:00:30.000,Animal_1,Center,Movement (cm),40.2521629758776
05Training_rat29,30,00:00:30.000,00:00:31.000,Animal_1,Center,Movement (cm),13.659182488023623
05Training_rat29,31,00:00:31.000,00:00:32.000,Animal_1,Center,Movement (cm),10.580212252176585
05Training_rat29,32,00:00:32.000,00:00:33.000,Animal_1,Center,Movement (cm),6.692221224882493
05Training_rat29,33,00:00:33.000,00:00:34.000,Animal_1,Center,Movement (cm),1.9394747911706545
05Training_rat29,34,00:00:34.000,00:00:35.000,Animal_1,Center,Movement (cm),2.649496021777801
05Training_rat29,35,00:00:35.000,00:00:36.000,Animal_1,Center,Movement (cm),16.25843699989132
05Training_rat29,36,00:00:36.000,00:00:37.000,Animal_1,Center,Movement (cm),37.116794266733145
05Training_rat29,37,00:00:37.000,00:00:38.000,Animal_1,Center,Movement (cm),10.494362436344431
05Training_rat29,38,00:00:38.000,00:00:39.000,Animal_1,Center,Movement (cm),7.287940440405448
05Training_rat29,39,00:00:39.000,00:00:40.000,Animal_1,Center,Movement (cm),5.60254646408676
05Training_rat29,40,00:00:40.000,00:00:41.000,Animal_1,Center,Movement (cm),5.991620422916439
05Training_rat29,41,00:00:41.000,00:00:42.000,Animal_1,Center,Movement (cm),7.179578365091464
